t_n,r_n,p_n,F(t_n)
8.68,1.29999128048408,-0.006250446260845262,-2.240021318922195
8.69,1.2998167749555256,-0.028654797580147856,-2.240848944938324
8.700000000000001,1.2994181845324773,-0.05107271373752458,-2.2427342865370212
8.71,1.2987953206807752,-0.07351471637662313,-2.245666241282687
8.72,1.2979478902049448,-0.09599118273269334,-2.2496270299313563
8.73,1.2968754970261214,-0.11851227592636614,-2.254591608803203
8.74,1.2955776446864176,-0.14108786819933308,-2.2605268457901886
8.75,1.2940537396621348,-0.16372745460947347,-2.267390436237891
8.76,1.2923030955942283,-0.18644005442737172,-2.2751295273417567
8.77,1.2903249385735875,-0.2092340971197192,-2.283679011127736
8.78,1.288118413651834,-0.23211728935679807,-2.2929594362880423
8.790000000000001,1.2856825927864517,-0.2550964589273748,-2.3028744778273094
8.8,1.2830164844732865,-0.27817737076812155,-2.3133078903220423
8.81,1.2801190453710893,-0.30136450949599186,-2.3241198552520173
8.82,1.2769891942833669,-0.32466082184694484,-2.3351426149385808
8.83,1.2736258289341504,-0.34806741124518814,-2.34617526471008
8.84,1.270027846058463,-0.37158317532169194,-2.3569775505906843
8.85,1.2661941654277167,-0.3952043755330625,-2.367262491683427
8.86,1.2621237585478018,-0.4189241260623826,-2.376687614180595
8.870000000000001,1.2578156829064688,-0.4427317868705124,-2.3848445474453674
8.88,1.2532691228103914,-0.4666122430679529,-2.3912466920427295
8.89,1.2484834380451098,-0.49054504965648,-2.3953146256626856
8.9,1.2434582218172618,-0.5145034171205296,-2.396358867147229
8.91,1.238193369702699,-0.5384530093274389,-2.393559574234618
8.92,1.2326891616307127,-0.5623505207595266,-2.3859427121829255
8.93,1.2269463592875083,-0.5861419953517957,-2.3723522062708877
8.94,1.2209663217236768,-0.6097608443534321,-2.3514175940564073
8.950000000000001,1.2147511424004398,-0.6331255160369975,-2.321516742656667
8.96,1.208303811402937,-0.6561367663562107,-2.280733321185969
8.97,1.2016284070733156,-0.6786744777677648,-2.226808961124867
8.98,1.1947303218475818,-0.7005939748640451,-2.1570904581311905
8.99,1.1876165275760349,-0.7217217924132536,-2.0684730517105114
9.0,1.180295885999317,-0.7418508670622475,-1.9573418780882461
9.01,1.17277951023479,-0.7607351528286384,-1.8195152751899317
9.02,1.165081182942744,-0.7780837087605982,-1.6501959112020352
9.03,1.157217836059578,-0.7935543829223891,-1.4439389211561542
9.040000000000001,1.1492100952842963,-0.8067473304264392,-1.1946505796538562
9.05,1.1410828894510492,-0.8171987666157703,-0.8956366582123576
9.06,1.132866119951981,-0.8243755822744994,-0.5397264735334493
9.07,1.1245953778055593,-0.8276717461270566,-0.11950629697800519
9.08,1.1163126850294398,-0.8264077932290566,0.3722968765780226
9.09,1.108067221940978,-0.819835131360566,0.9422354971200928
9.1,1.0999159824022282,-0.8071473454097137,1.5953216930503729
9.11,1.0919242750327836,-0.7875010472780841,2.333937933275527
9.120000000000001,1.0841659614566663,-0.7600489442471292,3.1564826729154456
9.13,1.0767232961478408,-0.7239874442096933,4.055817334571738
9.14,1.0696862125724724,-0.6786199858371267,5.01767433994158
9.15,1.063150896431098,-0.6234350908932791,6.019304648827929
9.16,1.0572175107546067,-0.5581947526591451,7.028762997998869
9.17,1.0519870013779151,-0.48302442922020716,8.005301689788723
9.18,1.0475570221702024,-0.39849140846587805,8.901302461077098
9.19,1.0440171732085974,-0.3056551033821809,9.665958555662339
9.200000000000001,1.0414439201025587,-0.20607275389012422,10.250511342748993
9.21,1.0398957181307948,-0.10174856696141174,10.614326042993504
9.22,1.0394089487633305,0.004976263644228457,10.730640078134535
9.23,1.0399952434036794,0.11158275790680502,10.590658774380778
9.24,1.0416406039214665,0.21556081262919363,10.204952170096945
9.25,1.0443064596562632,0.31459446968100097,9.60177924026452
9.26,1.0479324933150864,0.40671730024195496,8.822786871926283
9.27,1.0524408056611023,0.49041710801406824,7.9171746824963645
9.28,1.057740835475368,0.5646812492042756,6.935653555545122
9.290000000000001,1.063734430645188,0.6289861744670571,5.9253314970111655
9.3,1.070320558964709,0.6832437992260522,4.926193454787843
9.31,1.077399306629709,0.7277213971542906,3.9693261308598524
9.32,1.084874986907795,0.7629512632554158,3.0766470893651947
9.33,1.0926583318948173,0.7896429893283322,2.2616981252180857
9.34,1.1006678466943616,0.8086066554005152,1.5310350892185287
9.35,1.1088304650028278,0.8206909610186736,0.8858260344131303
9.36,1.1170816659147351,0.8267370454104277,0.323390843937692
9.370000000000001,1.1253652059110364,0.8275466625061204,-0.16146742479913945
9.38,1.1336325991648577,0.823862331540897,-0.5753987682455262
9.39,1.1418424525418545,0.8163567859138807,-0.9257103571577487
9.4,1.1499597348831354,0.8056291997636694,-1.219806872884503
9.41,1.157955036537128,0.7922060524038702,-1.4648225990753483
9.42,1.165803855931213,0.7765449404029958,-1.6673998010995321
9.43,1.173485935345188,0.759040076342276,-1.8335730110444242
9.44,1.1809846574580585,0.7400285799344226,-1.9687262705262587
9.450000000000001,1.1882865069438764,0.7197969585468955,-2.0775980069791653
9.46,1.1953805966289963,0.6985873936514726,-2.164314972105429
9.47,1.2022582548169058,0.6766036079385008,-2.232442170488927
9.48,1.2089126687877665,0.654016197400265,-2.285039937158241
9.49,1.2153385787649111,0.6309673855089095,-2.324722441112846
9.5,1.2215320164979446,0.6075752027539503,-2.3537141098790078
9.51,1.2274900828199902,0.58393712221593,-2.3739019977250604
9.52,1.2332107589422634,0.5601331965350983,-2.386883138441278
9.53,1.2386927467506923,0.5362287479537237,-2.3940065778336423
9.540000000000001,1.2439353339013377,0.5122766641538952,-2.396410182132054
9.55,1.24893828003377,0.48831935050333486,-2.3950525479800073
9.56,1.2537017209114043,0.4643903854835172,-2.39074045598353
9.57,1.2582260877434404,0.44051592143455826,-2.3841523538082594
9.58,1.2625120393400955,0.41671586789309983,-2.375858354483425
9.59,1.2665604051013022,0.39300489007255257,-2.3663372096260327
9.6,1.2703721371415464,0.36939325063447226,-2.3559906779900253
9.61,1.2739482701139917,0.3458875189201764,-2.3451556648691483
9.620000000000001,1.2772898875199499,0.32249116828473345,-2.334114462219439
9.63,1.2803980934796861,0.29920507909515914,-2.3231033756954282
9.64,1.283273989101853,0.2760279622937447,-2.312319984587461
9.65,1.285918652725561,0.2529567161480462,-2.3019292445522357
9.66,1.2883331234248139,0.22998672686937272,-2.292068611182465
9.67,1.2905183872629487,0.2071121221399389,-2.282852334704297
9.68,1.2924753658676127,0.1843259852059111,-2.274375052101262
9.69,1.2942049069670667,0.16162053603368262,-2.266714782344431
9.700000000000001,1.2957077765882863,0.13898728505825234,-2.2599354127416253
9.71,1.2969846526682318,0.11641716424807547,-2.254088749293748
9.72,1.298036119873248,0.09390063954671085,-2.249216190979174
9.73,1.2988626654591662,0.07142780820818748,-2.2453500767255
9.74,1.2994646760374118,0.04898848410378695,-2.2425147441546045
9.75,1.299842435141242,0.026572273729427123,-2.2407273307173603
9.76,1.2999961215120004,0.004168645374271675,-2.2399983403137296
9.77,1.2999258080487275,-0.01823300628575717,-2.24033199169204
9.78,1.2996314613862852,-0.040643298037356786,-2.2417263586278833
9.790000000000001,1.2991129420879803,-0.06307279636000725,-2.244173305902209
9.8,1.2983700054590852,-0.08553195398573385,-2.247658219243111
9.81,1.2974023030082658,-0.10803104268936575,-2.25215952148327
9.82,1.2962093846052978,-0.13058008010193325,-2.2576479610302282
9.83,1.294790701406227,-0.15318874816787317,-2.264085652157754
9.84,1.2931456096419403,-0.17586630062565742,-2.2714248393990926
9.85,1.2912733753937138,-0.1986214565738272,-2.2796063502348645
9.86,1.2891731805104638,-0.2214622767803746,-2.2885576910746135
9.870000000000001,1.2868441298581064,-0.24439601889054036,-2.298190730958538
9.88,1.2842852601326529,-0.26742896707108327,-2.3083989051500446
9.89,1.2814955505166845,-0.2905662308793902,-2.3190538565113465
9.9,1.278473935515065,-0.313811507241349,-2.3300014158804085
9.91,1.2752193203718574,-0.3371667983367318,-2.3410568031961536
9.92,1.2717305995483303,-0.3606320768948724,-2.351998908431976
9.93,1.26800667883396,-0.3842048888624601,-2.3625634850855626
9.94,1.264046501771081,-0.4078798815812796,-2.372435058678328
9.950000000000001,1.2598490812023342,-0.43164824346570885,-2.3812373182075235
9.96,1.2554135369017667,-0.4554970386556207,-2.3885217197748494
9.97,1.2507391404292219,-0.47940841720006383,-2.3937539891137742
9.98,1.2458253685577656,-0.503358677968501,-2.3962981645736643
9.99,1.240671966869852,-0.527317157673953,-2.395397776516747
10.0,1.2352790254042867,-0.5512449151414363,-2.3901537169799068
